trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
461,False,"{'a': 0.2, 'e': 0.09918368135888474}",20,0,29.23185780277224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
462,False,"{'a': 0.2, 'e': 0.09868776295209031}",20,2,8.212128268073105,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.2, 'e': 0.09819432413732986}",20,11,15.168517910078307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.2, 'e': 0.09770335251664321}",20,11,16.201838788325453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.2, 'e': 0.09721483575406}",25,13,-3.495764574308904,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.09672876157528969}",20,1,27.161998584560138,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.09624511776741324}",25,7,31.706630277241217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.2, 'e': 0.09576389217857617}",20,2,22.82794059573411,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.2, 'e': 0.09528507271768329}",20,14,11.04891302527267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.2, 'e': 0.09480864735409487}",20,14,10.618723893519546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.2, 'e': 0.0943346041173244}",25,17,17.99444369106194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.2, 'e': 0.09386293109673778}",30,9,6.709119130643785,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.09339361644125409}",25,0,32.6840659139505,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.2, 'e': 0.09292664835904782}",20,0,26.05820406829804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.2, 'e': 0.09246201511725258}",20,14,11.141490347069029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.09199970504166631}",20,0,36.74673772588328,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.2, 'e': 0.09153970651645797}",20,10,9.24712536914538,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.2, 'e': 0.09108200798387568}",25,12,15.97563500869397,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.0906265979439563}",25,10,25.97578894869405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.2, 'e': 0.09017346495423652}",30,23,12.106259725492599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.08972259762946533}",30,2,31.335131155584115,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.089273984641318}",25,17,13.409679942744642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.2, 'e': 0.0888276147181114}",20,0,-10.448497687135445,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
484,False,"{'a': 0.2, 'e': 0.08838347664452084}",25,3,34.424880302573776,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.08794155926129824}",20,12,-0.4637859944746998,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.08750185146499175}",20,0,19.319510917031003,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.2, 'e': 0.08706434220766679}",25,5,31.45994971495967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.2, 'e': 0.08662902049662846}",25,0,22.08949366614656,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
489,False,"{'a': 0.2, 'e': 0.08619587539414532}",25,14,22.282375104609688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.2, 'e': 0.08576489601717459}",20,13,2.8838886824608956,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.2, 'e': 0.08533607153708872}",20,6,28.15693146313843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.2, 'e': 0.08490939117940327}",20,2,23.674371850668997,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.2, 'e': 0.08448484422350626}",20,12,6.0364562910752735,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.2, 'e': 0.08406242000238873}",25,8,34.16132944922333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.2, 'e': 0.08364210790237678}",30,16,19.837686429371285,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.0832238973628649}",25,8,28.693181394337508,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.2, 'e': 0.08280777787605056}",20,12,17.430731771164815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.08239373898667031}",25,18,10.489066595904733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.2, 'e': 0.08198177029173696}",25,0,13.932923002411025,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
500,False,"{'a': 0.2, 'e': 0.08157186144027828}",30,17,20.154609077050996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.2, 'e': 0.0811640021330769}",20,0,23.67166152678423,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.2, 'e': 0.08075818212241151}",20,12,14.95895355600953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.2, 'e': 0.08035439121179945}",20,6,23.08915246187707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.2, 'e': 0.07995261925574046}",20,6,25.15042764151715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.2, 'e': 0.07955285615946175}",25,14,6.529690272426244,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.07915509187866444}",25,15,18.743611716787058,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.07875931641927113}",25,16,13.819737949962033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.2, 'e': 0.07836551983717477}",30,20,10.858946274764929,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.2, 'e': 0.07797369223798889}",25,10,-14.500977322061923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
510,False,"{'a': 0.2, 'e': 0.07758382377679894}",30,12,28.428138977754617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.2, 'e': 0.07719590465791494}",25,9,27.285187745974014,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.07680992513462537}",30,12,-10.035041451685885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
513,False,"{'a': 0.2, 'e': 0.07642587550895225}",20,0,24.740041918678116,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.2, 'e': 0.07604374613140748}",20,13,10.464116597214753,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.07566352740075044}",20,8,14.944129547957644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.07528520976374668}",25,0,-28.644343681872517,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
517,False,"{'a': 0.2, 'e': 0.07490878371492794}",35,25,14.436205707726032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.2, 'e': 0.0745342397963533}",25,6,17.279248793605948,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.07416156859737154}",20,9,-3.9458904908714585,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
520,False,"{'a': 0.2, 'e': 0.07379076075438468}",20,0,29.66245605360151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.2, 'e': 0.07342180695061275}",30,19,6.153953001287719,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.2, 'e': 0.07305469791585968}",25,17,1.0742998716102965,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.07268942442628039}",30,23,3.5895248001085447,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.07232597730414898}",20,0,12.202918061392298,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
525,False,"{'a': 0.2, 'e': 0.07196434741762824}",25,13,20.313682550196276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.2, 'e': 0.0716045256805401}",20,1,13.087904545632002,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.2, 'e': 0.0712465030521374}",30,1,24.576664378438704,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
528,False,"{'a': 0.2, 'e': 0.0708902705368767}",20,9,20.841748211246685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.07053581918419231}",25,17,15.2864609222936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.07018314008827135}",20,10,16.549109651337343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.06983222438783}",25,14,20.03601647126939,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.2, 'e': 0.06948306326589085}",25,14,20.102388038303474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.2, 'e': 0.0691356479495614}",25,18,10.7936155892293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.06878996970981359}",20,16,9.148471241939404,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.2, 'e': 0.06844601986126451}",20,8,22.245718689646278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.06810378976195819}",20,5,22.75284906688715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.2, 'e': 0.0677632708131484}",20,6,24.885948022072462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.2, 'e': 0.06742445445908266}",30,0,40.14283302881729,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.2, 'e': 0.06708733218678724}",30,3,40.95904051934176,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.0667518955258533}",30,17,13.405259246069196,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.2, 'e': 0.06641813604822402}",30,8,12.26842537779093,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
542,False,"{'a': 0.2, 'e': 0.0660860453679829}",20,14,9.232747079441832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.06575561514114299}",25,4,19.160058994369702,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.2, 'e': 0.06542683706543727}",20,9,7.434223679324846,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.2, 'e': 0.06509970288011008}",20,13,15.229751529998675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.2, 'e': 0.06477420436570952}",20,16,8.4258589249049,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.2, 'e': 0.06445033334388098}",25,18,14.599832801072779,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.2, 'e': 0.06412808167716157}",20,0,17.973467890835394,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
549,False,"{'a': 0.2, 'e': 0.06380744126877576}",25,3,26.25091517113331,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.06348840406243188}",35,22,24.085975401852743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.06317096204211972}",25,3,35.28905822472621,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.2, 'e': 0.06285510723190912}",20,0,27.874945998634356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.2, 'e': 0.06254083169574957}",25,11,18.244515044726963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.2, 'e': 0.062228127537270826}",20,5,22.440149423371597,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.2, 'e': 0.06191698689958447}",35,22,22.90253200783212,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.061607401965086545}",25,20,8.644044191541582,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.2, 'e': 0.06129936495526111}",30,18,21.442085446536517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.2, 'e': 0.0609928681304848}",20,6,26.78759770142264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.2, 'e': 0.060687903789832374}",20,15,9.742539793400256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.2, 'e': 0.06038446427088321}",25,11,23.618721409260523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.06008254194952879}",25,20,9.605097863470853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.2, 'e': 0.05978212923978115}",25,8,28.79127138821441,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.2, 'e': 0.05948321859358224}",20,6,12.0385163125246,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.2, 'e': 0.05918580250061433}",25,0,22.446348478345048,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.2, 'e': 0.058889873488111255}",20,11,8.43416139800386,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.2, 'e': 0.058595424120670696}",20,9,6.447905701351368,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.2, 'e': 0.05830244700006734}",20,16,7.074525727561003,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.2, 'e': 0.058010934765067}",20,8,-19.872812891312606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.2, 'e': 0.05772088009124167}",25,13,23.549116847312035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.2, 'e': 0.05743227569078546}",20,0,8.099349599984404,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
571,False,"{'a': 0.2, 'e': 0.05714511431233153}",25,11,24.286611974659795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.2, 'e': 0.05685938874076987}",20,5,23.058325050314394,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.2, 'e': 0.056575091797066025}",20,11,17.382845591240844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.2, 'e': 0.056292216338080694}",30,15,25.54421892857401,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.2, 'e': 0.05601075525639029}",25,10,20.80112563310557,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.2, 'e': 0.05573070148010834}",25,8,23.136054667152738,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.2, 'e': 0.0554520479727078}",25,19,9.716257358581078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.2, 'e': 0.05517478773284426}",25,15,18.464889419334447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.2, 'e': 0.05489891379418004}",20,12,4.468920055770187,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.2, 'e': 0.05462441922520914}",25,16,13.832801223436798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.2, 'e': 0.0543512971290831}",25,0,37.66591752827761,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.2, 'e': 0.05407954064343768}",25,3,37.68664193127488,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.2, 'e': 0.05380914294022049}",20,10,18.23077310498943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.2, 'e': 0.05354009722551939}",30,16,20.089040828946665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.2, 'e': 0.05327239673939179}",20,13,12.504944966207091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.2, 'e': 0.053006034755694834}",20,0,6.208744375819581,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
587,False,"{'a': 0.2, 'e': 0.052741004581916356}",20,1,17.365806331744324,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.2, 'e': 0.052477299559006776}",25,0,29.72287509216433,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
589,False,"{'a': 0.2, 'e': 0.052214913061211746}",25,0,-20.804799269009923,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
590,False,"{'a': 0.2, 'e': 0.05195383849590569}",25,13,22.81571218872024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.2, 'e': 0.05169406930342616}",35,2,1.3758527205635005,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 1}",1
592,False,"{'a': 0.2, 'e': 0.05143559895690903}",25,0,22.868743301461087,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.2, 'e': 0.051178420962124486}",20,0,-28.688085290033605,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
594,False,"{'a': 0.2, 'e': 0.05092252885731386}",20,14,10.810641163139463,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.2, 'e': 0.05066791621302729}",20,16,8.026626791193328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.2, 'e': 0.05041457663196215}",20,13,-26.518753448393657,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.2, 'e': 0.050162503748802344}",20,16,8.321995584617902,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.2, 'e': 0.049911691230058335}",30,4,-2.7211538198938157,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.2, 'e': 0.04966213277390804}",20,12,13.92037485565199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.2, 'e': 0.0494138221100385}",20,6,25.820740658735133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.2, 'e': 0.04916675299948831}",20,6,20.754002871488783,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.2, 'e': 0.04892091923449087}",20,11,15.9228307632258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.2, 'e': 0.04867631463831842}",20,9,21.477011326675335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.2, 'e': 0.048432933065126825}",20,16,8.182658122352487,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.2, 'e': 0.048190768399801194}",30,0,-3.5521716402262875,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
606,False,"{'a': 0.2, 'e': 0.04794981455780219}",25,17,11.362284804652644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.2, 'e': 0.04771006548501318}",30,12,31.219253097540562,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.2, 'e': 0.047471515157588115}",25,15,16.91592970510313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.2, 'e': 0.047234157581800176}",25,5,32.515366113555466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.2, 'e': 0.046997986793891174}",35,19,16.25512502429399,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.2, 'e': 0.04676299685992172}",30,16,12.836123948062465,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.2, 'e': 0.04652918187562211}",20,12,0.7043779034282127,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.2, 'e': 0.046296535966244}",20,3,21.63212129614196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.2, 'e': 0.046065053286412784}",25,4,24.084675477302145,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.04583472801998072}",25,5,4.85542305710764,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
616,False,"{'a': 0.2, 'e': 0.045605554379880814}",25,5,17.55331789647476,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.04537752660798141}",20,0,-13.867797052701412,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
618,False,"{'a': 0.2, 'e': 0.0451506389749415}",30,24,8.652175095215572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.2, 'e': 0.044924885780066794}",35,22,16.666275330603,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.04470026135116646}",25,9,22.705226982616306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.2, 'e': 0.04447676004441063}",20,2,32.25004809212814,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.2, 'e': 0.04425437624418858}",20,13,12.480409683721524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.2, 'e': 0.04403310436296763}",20,0,25.923368850477335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.2, 'e': 0.043812938841152796}",25,12,1.230386007870814,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
625,False,"{'a': 0.2, 'e': 0.04359387414694703}",20,6,13.779813528019867,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.2, 'e': 0.043375904776212296}",20,12,16.676386987607668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.2, 'e': 0.043159025252331236}",20,10,6.943054560072805,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.2, 'e': 0.04294323012606958}",20,14,9.735116307573723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.2, 'e': 0.04272851397543923}",25,17,14.05921772799056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.2, 'e': 0.04251487140556204}",20,13,13.4392290383325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.2, 'e': 0.04230229704853423}",20,9,17.603688228129375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.2, 'e': 0.04209078556329156}",25,14,16.356834325478037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2, 'e': 0.0418803316354751}",25,4,38.5011785378851,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.2, 'e': 0.041670929977297724}",20,4,26.334774863411997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.2, 'e': 0.04146257532741124}",20,12,11.865169410092204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.2, 'e': 0.04125526245077418}",30,8,30.23746743378358,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.2, 'e': 0.04104898613852031}",30,2,42.0209233462165,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.2, 'e': 0.04084374120782771}",25,14,19.020388854264148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.2, 'e': 0.04063952250178857}",20,4,29.7396131206761,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.04043632488927963}",30,10,30.720837442203415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.2, 'e': 0.04023414326483323}",30,18,22.881230846052297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.040032972548509065}",30,24,9.654286010897112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.2, 'e': 0.03983280768576652}",30,9,36.02398694577539,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.03963364364733769}",20,6,26.400363612513395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.2, 'e': 0.039435475429100995}",30,13,28.07264777442862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
