trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
276,False,"{'a': 0.2, 'e': 0.2507092085103961}",25,0,-59.14126644419261,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
277,False,"{'a': 0.2, 'e': 0.2494556624678441}",20,16,7.158732864894979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.24820838415550486}",30,23,2.335359717552561,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.24696734223472733}",30,7,-42.564559457459474,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
280,False,"{'a': 0.2, 'e': 0.2457325055235537}",25,0,-4.845921705750349,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
281,False,"{'a': 0.2, 'e': 0.24450384299593592}",30,18,7.506621376367214,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.24328132378095624}",25,4,7.455347959198045,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.24206491716205145}",20,1,28.764374992357553,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.2408545925762412}",30,16,-21.002949393256415,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.2, 'e': 0.23965031961336}",25,0,-123.55650230568091,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
286,False,"{'a': 0.2, 'e': 0.2384520680152932}",20,0,-65.0675220536221,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
287,False,"{'a': 0.2, 'e': 0.23725980767521673}",25,0,-25.69338068084874,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.23607350863684065}",25,2,-62.966969436434,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 1}",1
289,False,"{'a': 0.2, 'e': 0.23489314109365644}",35,13,-17.469388210149493,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.2, 'e': 0.23371867538818816}",20,0,23.13441962920104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
291,False,"{'a': 0.2, 'e': 0.23255008201124722}",20,0,-22.180785817782716,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
292,False,"{'a': 0.2, 'e': 0.231387331601191}",20,9,17.210426205971732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.23023039494318503}",20,0,-10.05244810689938,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
294,False,"{'a': 0.2, 'e': 0.2290792429684691}",20,13,6.128577933875517,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.22793384675362674}",35,15,-55.12606663593218,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
296,False,"{'a': 0.2, 'e': 0.22679417751985861}",25,0,-35.460308738508466,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
297,False,"{'a': 0.2, 'e': 0.22566020663225933}",30,0,0.6023316400616019,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
298,False,"{'a': 0.2, 'e': 0.22453190559909803}",20,2,24.983844700339848,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.22340924607110255}",20,11,11.396208575426291,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.22229219984074702}",20,14,-1.8239512340694475,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.2211807388415433}",20,9,7.632718832419878,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.22007483514733558}",20,8,3.430417880154069,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.2189744609715989}",20,9,2.9360847067616183,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.2178795886667409}",25,17,-4.1878406475681675,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.2167901907234072}",20,0,3.563843072023433,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.2, 'e': 0.21570623976979014}",30,0,-50.41325592175522,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
307,False,"{'a': 0.2, 'e': 0.21462770857094118}",30,13,15.681074196381111,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.21355457002808648}",20,0,15.852258506574184,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.2, 'e': 0.21248679717794605}",20,16,5.548568548482093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.21142436319205632}",20,12,15.75052828230984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.21036724137609603}",20,5,10.332385234011193,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.20931540516921554}",25,9,-49.93614878981735,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
313,False,"{'a': 0.2, 'e': 0.20826882814336947}",25,12,-13.287276968192021,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.2, 'e': 0.20722748400265262}",20,0,10.837564828885922,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.2, 'e': 0.20619134658263935}",20,13,12.138435607243668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.20516038984972615}",30,12,-37.74871853299511,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
317,False,"{'a': 0.2, 'e': 0.2041345879004775}",20,13,15.530093764664942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.2031139149609751}",25,0,7.6552320553772635,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
319,False,"{'a': 0.2, 'e': 0.20209834538617025}",20,12,11.382307871052397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.2010878536592394}",25,18,12.340039689598507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.2000824143909432}",25,8,-3.5433542803795595,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.19908200231898848}",20,9,3.0426370935980396,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.19808659230739353}",25,11,-30.51356030365504,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
324,False,"{'a': 0.2, 'e': 0.19709615934585656}",25,2,-37.04325242095051,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
325,False,"{'a': 0.2, 'e': 0.19611067854912728}",20,6,26.767446993811493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.19513012515638165}",35,19,-55.053420386107206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
327,False,"{'a': 0.2, 'e': 0.19415447453059972}",25,13,23.399811947863217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.19318370215794672}",25,4,-10.43645879850357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.2, 'e': 0.192217783647157}",30,14,20.338625165628113,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.1912566947289212}",20,0,7.354230737745041,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
331,False,"{'a': 0.2, 'e': 0.1903004112552766}",20,0,25.534702871539775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.2, 'e': 0.18934890919900021}",30,8,26.955387180321214,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.18840216465300522}",20,0,25.56863777620936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.2, 'e': 0.18746015382974018}",20,15,7.841309199793846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.1865228530605915}",20,15,-1.1167338546622756,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.18559023879528855}",25,12,-21.36814878484659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.2, 'e': 0.1846622876013121}",25,4,-26.617960240357228,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.2, 'e': 0.18373897616330553}",30,0,-55.99153892668967,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
339,False,"{'a': 0.2, 'e': 0.182820281282489}",20,9,-1.8118025975452268,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.18190617987607657}",25,14,-16.380031295014334,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.18099664897669618}",25,11,21.184951382304412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.1800916657318127}",20,10,-22.731556380372933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.2, 'e': 0.17919120740315364}",25,16,6.250641101997471,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.17829525136613786}",20,7,25.743544063582714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.17740377510930716}",30,15,3.0726489655583245,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.17651675623376062}",30,8,28.927841281438365,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.1756341724525918}",25,0,10.270277044167035,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
348,False,"{'a': 0.2, 'e': 0.17475600159032884}",30,16,25.453376955575035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.17388222158237718}",30,17,9.047534298979594,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.1730128104744653}",25,16,5.452422075871274,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.17214774642209296}",25,7,-24.243497589043226,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
352,False,"{'a': 0.2, 'e': 0.1712870076899825}",20,2,-7.961008266466338,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.17043057265153258}",25,0,8.410165972521474,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
354,False,"{'a': 0.2, 'e': 0.16957841978827493}",20,13,12.10381810444658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.16873052768933355}",30,9,25.057211047174146,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.1678868750508869}",20,13,9.892907523541052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.16704744067563246}",35,21,12.99449391577096,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.1662122034722543}",25,17,4.763168975648176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.16538114245489302}",25,14,9.563341511901228,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.16455423674261854}",25,11,10.89934100753135,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.16373146555890544}",30,15,23.7654787297064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.16291280823111093}",20,10,5.1934011692578785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.16209824418995536}",30,0,21.63258494493287,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.16128775296900558}",25,1,22.7441174446189,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.16048131420416054}",30,13,20.184651833464937,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.15967890763313974}",20,9,19.03460458994906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.15888051309497406}",20,0,11.418343075880879,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.1580861105294992}",20,0,21.019822717816982,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.2, 'e': 0.1572956799768517}",30,6,-13.907920114265062,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
370,False,"{'a': 0.2, 'e': 0.15650920157696743}",25,0,31.9023254430493,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.2, 'e': 0.1557266555690826}",25,18,5.950178736026876,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.1549480222912372}",20,5,8.011367189716971,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.15417328217978102}",30,18,12.506965412138129,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.1534024157688821}",25,13,22.082028012249353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.1526354036900377}",30,6,24.208542502096414,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.1518722266715875}",25,6,-6.1506438715002245,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.15111286553822956}",30,11,-33.81034495434724,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
378,False,"{'a': 0.2, 'e': 0.15035730121053842}",25,14,22.07446069872683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.14960551470448571}",20,11,16.748479402335544,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.14885748713096328}",20,3,18.49745037287467,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.14811319969530845}",30,15,25.279128703760755,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.1473726336968319}",20,14,-1.4044743628888214,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.14663577052834775}",20,13,11.470231854318936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.14590259167570602}",20,9,7.5183652106947285,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.1451730787173275}",25,3,20.079854147618754,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.14444721332374086}",20,0,-20.342345042222572,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
387,False,"{'a': 0.2, 'e': 0.14372497725712216}",30,0,14.64551469626055,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.2, 'e': 0.14300635237083656}",20,0,-22.698298877176704,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
389,False,"{'a': 0.2, 'e': 0.14229132060898236}",20,12,13.493944389403282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.14157986400593744}",25,1,-42.56403270713227,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
391,False,"{'a': 0.2, 'e': 0.14087196468590776}",25,17,-0.3093994773040094,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.14016760486247823}",30,0,15.880412476799158,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
393,False,"{'a': 0.2, 'e': 0.13946676683816583}",25,11,26.94081173956463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.138769433003975}",20,10,-37.5089555912664,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
395,False,"{'a': 0.2, 'e': 0.13807558583895513}",25,17,13.90763923675405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.13738520790976036}",30,0,30.005498859945167,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
397,False,"{'a': 0.2, 'e': 0.13669828187021155}",25,1,36.51447441743457,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.13601479046086049}",20,10,-25.010728620944384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.2, 'e': 0.1353347165085562}",25,16,17.44386576591549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.1346580429260134}",20,8,5.0699246380109555,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.13398475271138335}",30,8,-8.366472887873355,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.13331482894782642}",20,6,15.242923371442544,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.13264825480308728}",30,14,26.90835634694096,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.13198501352907185}",20,0,-0.6646120039144507,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
405,False,"{'a': 0.2, 'e': 0.1313250884614265}",20,0,-14.90591929887558,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
406,False,"{'a': 0.2, 'e': 0.13066846301911936}",20,11,-27.937700192305503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
407,False,"{'a': 0.2, 'e': 0.13001512070402377}",20,2,28.60296092376544,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.12936504510050365}",25,6,26.778349387796997,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.12871821987500112}",30,11,-26.726715442979064,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.2, 'e': 0.12807462877562611}",35,20,24.294429339158945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.12743425563174798}",20,13,12.68761168265477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.12679708435358925}",20,13,12.964698435804996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.1261630989318213}",25,0,36.252211164455,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.2, 'e': 0.1255322834371622}",25,12,-20.12252858862674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.2, 'e': 0.12490462201997637}",20,0,-15.00953289965803,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
416,False,"{'a': 0.2, 'e': 0.1242800989098765}",30,0,31.685111930275298,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.12365869841532712}",25,16,18.190819344125064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.12304040492325048}",20,7,24.475232824089986,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.12242520289863423}",20,9,9.908271247938465,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.12181307688414106}",20,9,9.420182066350097,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.12120401149972035}",20,6,9.976657960188248,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.12059799144222175}",20,6,16.577508188956003,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.11999500148501063}",35,19,-9.564479544767364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.2, 'e': 0.11939502647758558}",20,16,6.2256438898670545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.11879805134519765}",20,12,16.07858789611781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.11820406108847166}",20,0,-11.079819723395673,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
427,False,"{'a': 0.2, 'e': 0.1176130407830293}",20,4,29.382424039049916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.11702497557911415}",20,0,16.241848885012388,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
429,False,"{'a': 0.2, 'e': 0.11643985070121858}",30,22,11.60269384209341,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.11585765144771248}",30,22,6.728641997398382,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.11527836319047392}",25,15,-4.356222775431702,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.11470197137452155}",30,14,16.287927255791075,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.11412846151764894}",30,13,29.358687927243952,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.1135578192100607}",20,6,16.71603357314524,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.11299003011401039}",20,9,20.65099722557692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.11242507996344034}",25,5,35.50334145945037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.11186295456362313}",20,14,0.15945077923006545,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.11130363979080501}",25,12,18.95536339153209,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.11074712159185099}",20,15,8.656132734054601,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.11019338598389174}",20,6,18.32810255994528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.10964241905397228}",20,10,19.227148569550767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.10909420695870241}",20,0,19.452417838229373,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.2, 'e': 0.1085487359239089}",20,4,7.861820894158054,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.10800599224428936}",30,6,-25.732782864082353,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
445,False,"{'a': 0.2, 'e': 0.10746596228306791}",20,8,-37.15032307041639,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
446,False,"{'a': 0.2, 'e': 0.10692863247165257}",20,0,10.226879448692996,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
447,False,"{'a': 0.2, 'e': 0.1063939893092943}",25,6,22.066048714400583,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.10586201936274783}",25,20,10.057277690229881,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.10533270926593409}",20,0,-28.268351011798497,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
450,False,"{'a': 0.2, 'e': 0.10480604571960442}",25,0,20.08587655571093,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
451,False,"{'a': 0.2, 'e': 0.1042820154910064}",25,0,24.015579349592716,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
452,False,"{'a': 0.2, 'e': 0.10376060541355137}",20,4,25.575531993985088,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.1032418023864836}",25,13,-22.691496192004664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
454,False,"{'a': 0.2, 'e': 0.10272559337455119}",20,8,22.930745816982846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.10221196540767843}",30,6,0.26855898130651434,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
456,False,"{'a': 0.2, 'e': 0.10170090558064004}",25,8,-18.000045473890996,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.2, 'e': 0.10119240105273684}",20,0,18.29460079904547,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.10068643904747315}",20,1,24.368123379700876,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.10018300685223579}",30,13,11.753500100093879,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.0996820918179746}",25,10,25.656310621664048,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
